Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD
1,Vernon Adams*\vernon-adams-1,Oregon,Pac-12,10,168,259,64.9,2643,10.2,11.2,26,6,179.1,83,147,1.8,2
2,Brandon Doughty*\brandon-doughty-1,Western Kentucky,CUSA,14,388,540,71.9,5055,9.4,10.4,48,9,176.5,27,-122,-4.5,1
3,Baker Mayfield*\baker-mayfield-1,Oklahoma,Big 12,13,269,395,68.1,3700,9.4,10.4,36,7,173.3,141,405,2.9,7
4,Kevin Hogan*\kevin-hogan-2,Stanford,Pac-12,14,206,304,67.8,2867,9.4,10.0,27,8,171.0,85,336,4.0,6
5,Brandon Allen*\brandon-allen-2,Arkansas,SEC,13,244,370,65.9,3440,9.3,9.9,30,8,166.5,55,110,2.0,1
6,Nick Arbuckle*\nick-arbuckle-1,Georgia State,Sun Belt,13,307,486,63.2,4368,9.0,9.0,28,12,152.7,61,-95,-1.6,6
7,Jeff Driskel*\jeff-driskel-1,Louisiana Tech,CUSA,13,279,448,62.3,4026,9.0,9.4,27,8,154.1,92,323,3.5,5
8,Trevone Boykin*\trevone-boykin-1,Texas Christian,Big 12,11,256,395,64.8,3574,9.0,9.5,31,10,161.6,123,612,5.0,9
9,Zach Terrell*\zach-terrell-1,Western Michigan,MAC,13,262,391,67.0,3522,9.0,9.5,29,9,162.5,77,107,1.4,3
10,Jared Goff*\jared-goff-1,California,Pac-12,13,341,529,64.5,4714,8.9,9.4,43,13,161.2,56,-8,-0.1,0
11,Dane Evans*\dane-evans-1,Tulsa,American,13,305,485,62.9,4332,8.9,9.2,25,8,151.6,96,-9,-0.1,2
12,Mason Rudolph*\mason-rudolph-1,Oklahoma State,Big 12,13,264,424,62.3,3770,8.9,8.9,21,9,149.1,67,-35,-0.5,1
13,Chad Kelly*\chad-kelly-1,Ole Miss,SEC,13,298,458,65.1,4042,8.8,8.9,31,13,155.9,106,509,4.8,10
14,Gunner Kiel*\gunner-kiel-1,Cincinnati,American,10,206,316,65.2,2777,8.8,8.4,19,11,151.9,32,27,0.8,2
15,Matt Johnson*\matt-johnson-3,Bowling Green State,MAC,14,383,569,67.3,4946,8.7,9.7,46,8,164.2,113,159,1.4,4
16,Nate Sudfeld*\nate-sudfeld-1,Indiana,Big Ten,12,247,412,60.0,3573,8.7,9.2,27,7,151.0,46,61,1.3,5
17,Nick Mullens*\nick-mullens-1,Southern Mississippi,CUSA,14,331,521,63.5,4476,8.6,9.0,38,12,155.2,43,-92,-2.1,3
18,Marquise Williams*\marquise-williams-1,North Carolina,ACC,14,218,356,61.2,3072,8.6,8.7,24,10,150.4,158,948,6.0,13
19,DeShone Kizer*\deshone-kizer-1,Notre Dame,Ind,13,210,334,62.9,2880,8.6,8.5,21,10,150.1,135,525,3.9,10
20,Paxton Lynch*\paxton-lynch-1,Memphis,American,13,296,443,66.8,3776,8.5,9.4,28,4,157.5,87,239,2.7,2
21,Deshaun Watson*\deshaun-watson-1,Clemson,ACC,15,333,491,67.8,4109,8.4,8.6,35,13,156.3,207,1105,5.3,12
22,Taylor Lamb*\taylor-lamb-1,Appalachian State,Sun Belt,13,167,280,59.6,2364,8.4,9.2,31,9,160.7,85,436,5.1,5
23,Brad Kaaya*\brad-kaaya-1,Miami (FL),ACC,12,238,389,61.2,3238,8.3,8.6,16,5,142.1,30,-119,-4.0,2
24,Quinton Flowers*\quinton-flowers-1,South Florida,American,13,162,275,58.9,2290,8.3,8.6,22,8,149.4,191,991,5.2,12
25,Brent Stockstill*\brent-stockstill-1,Middle Tennessee State,CUSA,13,326,489,66.7,3993,8.2,8.6,30,9,151.8,60,37,0.6,2
26,Greg Ward Jr.*\greg-ward-jr-1,Houston,American,14,231,345,67.0,2827,8.2,8.4,17,6,148.6,197,1114,5.7,21
27,Blake Decker\blake-decker-1,UNLV,MWC,9,120,209,57.4,1713,8.2,7.6,12,8,137.6,47,127,2.7,1
28,Patrick Mahomes*\patrick-mahomes-1,Texas Tech,Big 12,13,364,573,63.5,4653,8.1,8.2,36,15,147.2,131,456,3.5,10
29,Anu Solomon*\anu-solomon-1,Arizona,Pac-12,11,205,329,62.3,2655,8.1,8.6,20,5,147.1,67,198,3.0,3
30,Dak Prescott*\dak-prescott-1,Mississippi State,SEC,13,316,477,66.2,3793,8.0,8.7,29,5,151.0,160,588,3.7,10
31,Jake Browning*\jake-browning-1,Washington,Pac-12,12,233,369,63.1,2955,8.0,7.7,16,10,139.3,65,35,0.5,1
32,Cameron Coffman\cameron-coffman-1,Wyoming,MWC,9,152,241,63.1,1939,8.0,7.7,18,10,147.0,45,-118,-2.6,0
33,Cooper Rush*\cooper-rush-1,Central Michigan,MAC,13,324,489,66.3,3853,7.9,7.9,25,11,144.8,63,38,0.6,3
34,Cody Kessler*\cody-kessler-1,USC,Pac-12,14,298,446,66.8,3536,7.9,8.5,29,7,151.7,61,-149,-2.4,4
35,Jake Coker*\jake-coker-1,Alabama,SEC,15,263,393,66.9,3110,7.9,8.1,21,8,147.0,74,68,0.9,2
36,Brett Rypien*\brett-rypien-1,Boise State,MWC,11,272,428,63.6,3350,7.8,7.9,20,8,141.0,41,-77,-1.9,1
37,Skyler Howard*\skyler-howard-1,West Virginia,Big 12,13,221,403,54.8,3145,7.8,7.5,26,14,134.7,158,502,3.2,6
38,Jake Rudock*\jake-rudock-1,Michigan,Big Ten,13,249,389,64.0,3017,7.8,7.7,20,9,141.5,58,166,2.9,4
39,C.J. Beathard*\cj-beathard-1,Iowa,Big Ten,14,223,362,61.6,2809,7.8,8.1,17,5,139.5,100,237,2.4,6
40,Kyle Allen*\kyle-allen-1,Texas A&M,SEC,10,160,283,56.5,2210,7.8,7.9,17,7,137.0,65,102,1.6,2
41,Brandon Harris*\brandon-harris-4,LSU,SEC,12,149,277,53.8,2165,7.8,7.8,13,6,130.6,67,226,3.4,4
42,Connor Cook*\connor-cook-1,Michigan State,Big Ten,13,229,408,56.1,3131,7.7,8.1,24,7,136.6,52,56,1.1,0
43,Nick Stevens*\nick-stevens-1,Colorado State,MWC,13,210,346,60.7,2678,7.7,7.4,21,12,138.8,45,36,0.8,3
44,Greyson Lambert*\greyson-lambert-1,Georgia,SEC,12,162,256,63.3,1959,7.7,8.2,12,2,141.5,29,-39,-1.3,1
45,Tanner Mangum*\tanner-mangum-1,Brigham Young,Ind,13,267,446,59.9,3377,7.6,7.6,23,10,136.0,62,-85,-1.4,2
46,Matt Linehan\matt-linehan-1,Idaho,Sun Belt,11,246,390,63.1,2972,7.6,7.2,16,11,135.0,91,234,2.6,5
47,John Wolford\john-wolford-1,Wake Forest,ACC,11,142,235,60.4,1791,7.6,6.3,9,11,127.7,73,67,0.9,3
48,Josh Rosen*\josh-rosen-1,UCLA,Pac-12,13,292,487,60.0,3669,7.5,7.5,23,11,134.3,37,15,0.4,2
49,Tommy Armstrong Jr*\tommy-armstrong-jr-1,Nebraska,Big Ten,12,222,402,55.2,3030,7.5,6.8,22,16,128.6,98,400,4.1,7
50,Phillip Ely*\phillip-ely-1,Toledo,MAC,12,226,403,56.1,2965,7.4,7.4,23,10,131.8,27,-4,-0.1,1
51,Driphus Jackson\driphus-jackson-1,Rice,CUSA,12,185,316,58.5,2348,7.4,7.6,18,7,135.3,108,167,1.5,3
52,Bryant Shirreffs*\bryant-shirreffs-1,Connecticut,American,12,168,279,60.2,2078,7.4,6.8,9,8,127.7,154,503,3.3,3
53,Perry Orth\perry-orth-1,South Carolina,SEC,12,143,261,54.8,1929,7.4,6.8,12,9,125.1,53,138,2.6,2
54,Lamar Jackson*\lamar-jackson-1,Louisville,ACC,12,135,247,54.7,1840,7.4,7.0,12,8,126.8,163,960,5.9,11
55,Justin Thomas\justin-thomas-3,Georgia Tech,ACC,12,75,180,41.7,1339,7.4,6.9,13,8,119.1,144,485,3.4,6
56,Mike Bercovici*\mike-bercovici-1,Arizona State,Pac-12,13,318,531,59.9,3854,7.3,7.6,30,9,136.1,109,84,0.8,6
57,Joel Stave*\joel-stave-1,Wisconsin,Big Ten,13,225,370,60.8,2687,7.3,6.5,11,11,125.7,33,-123,-3.7,1
58,Nathan Peterman*\nathan-peterman-1,Pitt,ACC,13,193,313,61.7,2287,7.3,7.4,20,8,139.0,85,232,2.7,1
59,Chris Laviano\chris-laviano-1,Rutgers,Big Ten,12,187,307,60.9,2247,7.3,6.6,16,12,131.8,65,-38,-0.6,0
60,Kenny Potter*\kenny-potter-1,San Jose State,MWC,11,182,270,67.4,1984,7.3,7.3,15,7,142.3,114,415,3.6,7
61,Fredi Knighten*\fredi-knighten-1,Arkansas State,Sun Belt,10,136,252,54.0,1835,7.3,7.2,19,9,132.9,138,400,2.9,5
62,Derrius Vick*\derrius-vick-1,Ohio,MAC,10,158,248,63.7,1807,7.3,7.0,10,6,133.4,93,177,1.9,1
63,Brandon Silvers\brandon-silvers-2,Troy,Sun Belt,11,201,329,61.1,2375,7.2,7.5,20,7,137.5,41,41,1.0,2
64,Tommy Woodson*\tommy-woodson-1,Akron,MAC,12,162,307,52.8,2202,7.2,6.6,16,11,123.1,135,603,4.5,3
65,Luke Falk*\luke-falk-1,Washington State,Pac-12,12,447,644,69.4,4561,7.1,7.7,38,8,145.9,82,-115,-1.4,3
66,Blake Kemp\blake-kemp-1,East Carolina,American,11,260,375,69.3,2653,7.1,6.7,16,10,137.5,39,-8,-0.2,2
67,Treon Harris*\treon-harris-1,Florida,SEC,11,119,235,50.6,1676,7.1,6.7,9,6,118.1,95,244,2.6,0
68,Matt Johns\matt-johns-1,Virginia,ACC,12,247,403,61.3,2810,7.0,6.1,20,17,127.8,61,86,1.4,1
69,Christian Hackenberg*\christian-hackenberg-1,Penn State,Big Ten,13,192,359,53.5,2525,7.0,7.2,16,6,123.9,66,-80,-1.2,2
70,Sefo Liufau\sefo-liufau-1,Colorado,Pac-12,11,213,344,61.9,2401,7.0,6.7,9,6,125.7,108,260,2.4,5
71,Cody Clements\cody-clements-1,South Alabama,Sun Belt,12,171,324,52.8,2272,7.0,5.7,13,15,115.7,84,95,1.1,3
72,Brooks Haack\brooks-haack-1,Louisiana,Sun Belt,10,123,201,61.2,1407,7.0,5.9,5,7,121.2,46,83,1.8,2
73,P.J. Walker*\pj-walker-1,Temple,American,14,245,432,56.7,2972,6.9,6.9,19,8,125.3,80,215,2.7,2
74,Chase Litton*\chase-litton-1,Marshall,CUSA,11,231,384,60.2,2608,6.8,7.1,23,8,132.8,48,44,0.9,0
75,Jacoby Brissett*\jacoby-brissett-2,North Carolina State,ACC,13,237,395,60.0,2662,6.7,7.1,20,6,130.3,139,370,2.7,6
76,Joshua Dobbs*\joshua-dobbs-1,Tennessee,SEC,13,205,344,59.6,2291,6.7,6.9,15,5,127.0,146,671,4.6,11
77,Matt Davis\matt-davis-4,SMU,American,12,182,336,54.2,2259,6.7,6.7,16,7,122.2,187,761,4.1,10
78,Travis Wilson*\travis-wilson-4,Utah,Pac-12,12,195,314,62.1,2093,6.7,6.1,13,10,125.4,141,491,3.5,7
79,Joe Hubener*\joe-hubener-1,Kansas State,Big 12,13,131,275,47.6,1837,6.7,5.7,9,10,107.3,180,613,3.4,13
80,Joe Licata\joe-licata-1,Buffalo,MAC,12,280,449,62.4,2969,6.6,5.8,16,15,123.0,33,-60,-1.8,1
81,Mitch Leidner*\mitch-leidner-1,Minnesota,Big Ten,13,242,407,59.5,2701,6.6,6.1,14,11,121.2,107,270,2.5,6
82,Tyler Jones\tyler-jones-4,Texas State,Sun Belt,12,223,382,58.4,2517,6.6,6.1,14,10,120.6,139,593,4.3,10
83,Brogan Roback\brogan-roback-1,Eastern Michigan,MAC,12,209,344,60.8,2275,6.6,6.1,16,11,125.3,52,51,1.0,1
84,Patrick Towles\patrick-towles-1,Kentucky,SEC,11,183,326,56.1,2148,6.6,5.2,9,14,112.0,71,64,0.9,5
85,Tyler Stewart*\tyler-stewart-1,Nevada,MWC,13,186,326,57.1,2138,6.6,6.5,15,7,123.0,98,322,3.3,4
86,Jaquez Johnson\jaquez-johnson-1,Florida Atlantic,CUSA,10,128,239,53.6,1586,6.6,6.1,9,7,115.9,100,290,2.9,2
87,Alex McGough\alex-mcgough-1,Florida International,CUSA,12,270,420,64.3,2722,6.5,6.6,21,8,131.4,88,95,1.1,3
88,Dalton Sturm\dalton-sturm-1,UTSA,CUSA,10,124,211,58.8,1361,6.5,6.2,13,7,126.6,128,356,2.8,1
89,Joel Lanning\joel-lanning-2,Iowa State,Big 12,11,107,192,55.7,1247,6.5,6.6,10,4,123.3,94,330,3.5,4
90,Billy Bahl\billy-bahl-1,Miami (OH),MAC,11,98,220,44.5,1409,6.4,4.5,8,13,98.5,39,-70,-1.8,0
91,Blake Frohnapfel\blake-frohnapfel-1,Massachusetts,MAC,12,266,472,56.4,2919,6.2,5.6,16,13,114.0,63,53,0.8,1
92,Thomas Sirk*\thomas-sirk-1,Duke,ACC,12,251,427,58.8,2624,6.1,6.1,16,8,119.0,163,809,5.0,8
93,Garrett Smith\garrett-smith-2,Louisiana-Monroe,Sun Belt,10,191,334,57.2,2033,6.1,5.6,17,11,118.5,108,250,2.3,2
94,Tanner Lee\tanner-lee-1,Tulane,American,9,143,276,51.8,1639,5.9,5.6,11,7,109.8,23,-162,-7.0,0
95,Riley Neal\riley-neal-1,Ball State,MAC,11,228,391,58.3,2276,5.8,5.9,16,6,117.6,88,399,4.5,2
96,Wes Lunt\wes-lunt-1,Illinois,Big Ten,12,270,481,56.1,2761,5.7,5.8,14,6,111.5,24,-153,-6.4,1
97,Johnny McCrary\johnny-mccrary-1,Vanderbilt,SEC,10,146,267,54.7,1533,5.7,4.2,6,12,101.3,70,194,2.8,2
98,Perry Hills\perry-hills-1,Maryland,Big Ten,9,90,180,50.0,1001,5.6,3.2,8,13,96.9,109,535,4.9,3
99,Ryan Willis\ryan-willis-2,Kansas,Big 12,10,164,315,52.1,1719,5.5,4.5,8,10,99.9,58,-82,-1.4,0
100,Justin Holman\justin-holman-1,UCF,American,9,127,250,50.8,1374,5.5,3.5,7,14,95.0,46,140,3.0,0
101,David Blough\david-blough-1,Purdue,Big Ten,10,169,293,57.7,1574,5.4,4.8,10,8,108.6,67,94,1.4,4
102,Shuler Bentley\shuler-bentley-1,Old Dominion,CUSA,10,140,269,52.0,1432,5.3,5.2,12,6,107.0,45,-36,-0.8,2
103,Clayton Thorson*\clayton-thorson-1,Northwestern,Big Ten,13,150,295,50.8,1522,5.2,4.3,7,9,95.9,100,397,4.0,5
104,Drew Lock\drew-lock-1,Missouri,SEC,12,129,263,49.0,1332,5.1,4.0,4,8,90.5,52,28,0.5,1
105,Damarcus Smith\damarcus-smith-1,North Texas,CUSA,10,99,211,46.9,1010,4.8,4.5,8,5,94.9,92,427,4.6,2
106,Lee McNeill\lee-mcneill-1,Charlotte,CUSA,10,100,189,52.9,878,4.6,2.4,1,10,83.1,33,-101,-3.1,1